6000	10698
6002	11567
6009	11172
6016	9231
6021	9533
6021	9606
6021	10893
6028	11102
6030	9913
6031	10875
6035	11684
6039	9496
6044	9812
6047	10663
6047	11014
6049	11205
6051	10260
6051	11716
6063	10426
6063	11560
6065	10638
6075	10338
6078	9652
6082	10970
6087	10581
6089	10988
6097	10244
6106	10998
6109	11489
6116	10159
6117	10592
6122	9396
6123	11005
6124	9345
6132	10749
6133	9166
6134	10515
6136	11923
6137	9856
6141	10624
6150	9069
6150	11138
6154	10745
6156	9472
6156	10455
6158	11753
6159	11389
6160	11972
6161	10208
6165	10386
6166	11575
6182	9431
6187	11802
6188	9678
6188	11917
6191	11118
6198	9842
6210	10039
6220	10399
6221	9722
6227	10814
6229	10048
6229	11770
6232	11056
6232	11753
6233	11327
6236	9114
6251	11984
6254	9341
6265	11299
6272	9226
6279	9034
6286	9533
6292	9508
6293	11153
6294	11917
6295	11281
6308	9695
6318	9857
6321	9199
6323	9946
6330	10212
6345	10584
6349	9886
6362	10985
6363	11798
6364	9588
6371	11216
6376	10595
6377	10083
6377	11786
6386	11025
6389	10120
6395	9771
6395	11569
6401	11464
6404	9177
6405	11023
6410	9144
6410	11500
6411	11518
6417	11896
6420	11309
6421	9684
6423	9255
6423	9281
6423	11133
6426	11293
6427	10224
6429	9089
6429	10855
6439	11015
6441	11057
6447	11932
6456	9929
6460	10927
6461	11533
6464	10275
6471	11864
6473	9945
6478	11575
6484	10204
6486	11329
6488	11208
6489	11998
6494	9736
6495	11378
6495	11852
6496	9526
6503	9396
6503	10402
6505	10852
6512	9230
6512	9243
6514	11738
6517	10397
6518	11131
6529	10538
6531	9519
6533	9295
6533	10954
6537	9317
6538	11884
6539	9289
6542	9327
6546	10994
6553	11852
6558	11708
6560	9879
6562	9013
6567	11515
6568	10747
6571	10207
6577	9571
6580	10352
6581	9317
6581	10986
6581	11301
6582	10647
6586	11161
6596	10428
6604	11009
6605	11917
6617	11315
6622	11823
6623	11567
6627	10367
6630	11408
6634	9049
6634	9124
6634	9440
6637	9857
6644	9066
6647	9685
6650	9778
6650	11331
6659	11504
6660	9777
6671	9539
6674	10932
6676	9376
6678	11332
6683	9333
6683	10412
6683	10719
6696	9672
6697	9078
6697	10251
6708	10431
6711	9618
6715	9089
6716	9700
6719	9231
6722	10133
6724	9678
6725	9179
6727	9796
6735	10499
6752	10713
6764	10904
6765	9990
6774	11868
6785	11573
6785	11807
6787	9619
6791	11988
6796	11025
6798	11953
6800	11512
6806	9475
6810	9767
6813	9060
6813	10223
6817	10817
6820	10646
6820	11408
6820	11552
6824	10766
6826	9051
6832	10500
6838	11662
6845	11842
6853	11517
6859	9387
6860	11724
6865	11800
6868	11943
6869	10579
6889	9037
6889	10185
6894	11311
6898	9836
6902	10765
6907	11024
6916	10408
6918	11426
6918	11512
6919	11904
6921	11008
6928	10258
6943	11561
6953	11863
6954	10116
6955	9977
6956	10132
6957	11728
6958	10907
6960	9765
6960	11246
6962	10712
6963	11287
6965	10923
6966	11946
6967	11049
6969	9760
6970	9768
6973	11228
6979	9159
6979	9645
6979	11363
6981	9672
6982	11181
6988	11381
6990	9032
6990	9140
6997	11799
7004	9367
7010	11624
7014	11443
7019	9244
7022	11707
7026	10205
7031	9119
7034	9981
7036	9584
7036	11315
7036	11804
7037	9136
7039	11937
7046	11086
7047	10786
7048	11384
7053	9145
7058	9066
7064	10012
7065	10033
7067	9897
7067	11246
7072	9397
7072	11859
7077	10650
7078	10133
7082	11749
7087	10812
7088	11761
7091	10540
7097	9330
7097	11137
7099	9285
7107	10167
7107	10732
7108	11452
7110	9462
7116	9270
7116	11581
7119	10754
7122	10801
7123	11287
7124	11018
7129	9223
7135	11671
7137	9369
7153	11871
7154	11910
7156	11657
7157	11988
7166	9052
7171	11248
7184	9894
7184	10638
7186	9370
7186	10529
7189	10017
7190	10258
